firstName,middleName,lastName,primaryContact,secondaryContact,emailAddress,gender,totalExperience,relevantExperience,lastCompany,candidateSource,onboardStatus,financialYear,marketOffering,subBusinessLine,competency,subCompetency
Mallorie,Temple,Ricciardelli,41-5358939,,tricciardelli73@bigcartel.com,Female,5,11,"Lannett Company, Inc.",CTH to FTE,Placed on Hold,FY20 P3,National,PROD STAFF,MS&P CIS,AFES
Mil,Jameson,Sheehy,73-2122455,,jsheehy74@mashable.com,Female,20,7,"General Injectables & Vaccines, Inc",Vendor,Offer Accepted,FY20 P5,Forensic,PROD STAFF,MS&P CIS,PaCS
Aymer,Mickie,Le Conte,72-0910280,,mleconte75@cnn.com,Male,8,17,Aurobindo Pharma Limited,Vendor,Offer Accepted,FY20 P4,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Filberto,Cole,Avrahamy,08-5218075,,cavrahamy76@webeden.co.uk,Male,5,23,"Salimex, S.A.",Internal Mobility,Joined,FY20 P4,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Philippa,Forrester,Fenimore,62-9227419,,ffenimore77@paginegialle.it,Female,25,8,"Nelco Laboratories, Inc.",CTH to FTE,Placed on Hold,FY20 P5,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Lilia,Bentley,Elsby,66-4879875,,belsby78@nifty.com,Female,15,14,Watson Pharmaceuticals,PDAT,Joined,FY20 P4,Forensic,PROD STAFF,MS&P CIS,PaCS
Garrot,Vale,Marriage,43-2197585,,vmarriage79@de.vu,Male,7,4,Kosan Kozmetik Sanayi ve Ticaret A.S.,Internal Mobility,Joined,FY20 P4,National,PROD STAFF,MS&P CIS,AFES
Jorey,Jean,Pauncefoot,43-9515928,,jpauncefoot7a@ustream.tv,Female,9,25,Mylan Institutional Inc.,Vendor,Placed on Hold,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Vanya,Weber,Lynds,44-7318760,,wlynds7b@behance.net,Female,5,9,Select Brand,Internal Mobility,Current Orderboard,FY20 P1,Forensic,PROD STAFF,MS&P CIS,ValueD
Doreen,Orren,Petegrew,01-7823371,,opetegrew7c@typepad.com,Female,1,17,Cardinal Health,PDAT,Joined,FY20 P4,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Adriaens,Roger,Chifney,75-0564959,,rchifney7d@whitehouse.gov,Female,25,9,Reed Therapeutics,CTH to FTE,Placed on Hold,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Kerianne,Jeramey,Thaine,67-4094047,,jthaine7e@example.com,Female,21,15,Jubilant HollisterStier LLC,Internal Mobility,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Jennilee,Luther,Raistrick,80-9032071,,lraistrick7f@cbc.ca,Female,12,12,"GOWOONSESANG COSMETICS CO., LTD.",Vendor,Placed on Hold,FY20 P4,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Sheelagh,Pennie,Greasley,50-4566504,,pgreasley7g@over-blog.com,Female,23,12,HomeopathyStore.com,Internal Mobility,Current Orderboard,FY20 P4,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Ken,Terry,Paice,44-6334271,,tpaice7h@prweb.com,Male,8,25,KAISER FOUNDATION HOSPITALS,Vendor,Placed on Hold,FY20 P2,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Vaughn,Guillermo,Geydon,14-0607632,,ggeydon7i@tripadvisor.com,Male,4,9,Blue Cross Laboratories,PDAT,Placed on Hold,FY20 P2,National,PROD STAFF,MS&P CIS,PaCS
Mateo,Bil,Seiller,87-1065290,,bseiller7j@guardian.co.uk,Male,2,22,Zee Medical,PDAT,Offer Accepted,FY20 P3,Forensic,PROD STAFF,MS&P CIS,PaCS
Cass,Brand,Bing,81-7474429,,bbing7k@tripod.com,Male,16,7,Parfums Christian Dior,CTH to FTE,Current Orderboard,FY20 P5,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Lemuel,Elihu,O'Kinedy,52-5552110,,eokinedy7l@flavors.me,Male,24,23,CVS PHARMACY,PDAT,Current Orderboard,FY20 P5,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Kimberlyn,Edmon,Treadgall,61-6659358,,etreadgall7m@netscape.com,Female,4,6,Combback International LLC,CTH to FTE,Joined,FY20 P2,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Natala,Pepillo,Rains,04-7514333,,prains7n@auda.org.au,Female,21,23,Sandoz Inc,CTH to FTE,Offer Accepted,FY20 P5,Forensic,PROD STAFF,MS&P CIS,AFES
Corbie,Ollie,Burbudge,55-5703039,,oburbudge7o@trellian.com,Male,23,20,Heritage Pharmaceuticals Inc.,PDAT,Placed on Hold,FY20 P1,Forensic,PROD STAFF,MS&P CIS,PaCS
Fancie,Leif,Goodere,95-3905540,,lgoodere7p@microsoft.com,Female,12,15,Jafra Cosmetics International Inc,Vendor,Offer Accepted,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Hamilton,Jodi,Tyrer,45-8049876,,jtyrer7q@accuweather.com,Male,7,14,Lake Erie Medical DBA Quality Care Products LLC,CTH to FTE,Joined,FY20 P2,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Barbe,Moishe,Cluse,28-6499338,,mcluse7r@rambler.ru,Female,18,1,Kmart Corporation,PDAT,Current Orderboard,FY20 P3,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Alysia,Doug,Dayly,78-8212700,,ddayly7s@usnews.com,Female,4,20,"Par Pharmaceutical, Inc.",Vendor,Joined,FY20 P3,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Darwin,Regan,Stubbert,16-6030617,,rstubbert7t@google.pl,Male,23,22,Hydrox Laboratories,PDAT,Joined,FY20 P6,National,PROD STAFF,MS&P CIS,AFES
Selene,Coleman,Gibbings,71-2010372,,cgibbings7u@harvard.edu,Female,21,4,Publix Super Markets Inc,PDAT,Placed on Hold,FY20 P4,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Goddard,Maison,Blague,70-4466190,,mblague7v@digg.com,Male,7,5,Cardinal Health,Internal Mobility,Placed on Hold,FY20 P4,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Sarah,Byram,McCambrois,96-7196957,,bmccambrois7w@sun.com,Female,19,7,Cardinal Health,Vendor,Offer Accepted,FY20 P1,Forensic,PROD STAFF,MS&P CIS,ValueD
Loren,Hamlin,Cornehl,04-6402907,,hcornehl7x@comsenz.com,Male,10,5,Cardinal Health,Vendor,Offer Accepted,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Bartholomeo,Ernestus,Moffat,88-5882922,,emoffat7y@hp.com,Male,1,3,NeoStrata Company Inc.,CTH to FTE,Placed on Hold,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Fay,Benedetto,Tiptaft,94-1109569,,btiptaft7z@addthis.com,Female,4,24,"OMP, INC.",Vendor,Placed on Hold,FY20 P6,National,PROD STAFF,MS&P CIS,ValueD
Jamill,Bertram,Gruszczak,91-0099727,,bgruszczak80@seattletimes.com,Male,14,24,Rebel Distributors Corp,PDAT,Joined,FY20 P2,Forensic,PROD STAFF,MS&P CIS,ValueD
Shirlee,Nero,Heliar,45-0806137,,nheliar81@tamu.edu,Female,15,7,"ALK-Abello, Inc.",Vendor,Current Orderboard,FY20 P4,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Trefor,Ermin,Shevell,15-1542905,,eshevell82@state.tx.us,Male,13,21,A-S Medication Solutions LLC,Vendor,Offer Accepted,FY20 P4,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Bibby,Harlen,Muzzini,83-5876399,,hmuzzini83@dion.ne.jp,Female,3,19,AstraZeneca Pharmaceuticals LP,Vendor,Placed on Hold,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Baxy,Borg,Lonergan,26-2347048,,blonergan84@phoca.cz,Male,16,15,"Deseret Biologicals, Inc.",Internal Mobility,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Beverly,Brose,Farden,37-3389940,,bfarden85@phpbb.com,Female,23,17,"Boca Pharmacal, LLC",Internal Mobility,Joined,FY20 P2,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Craig,Lucias,Pennicott,67-9210973,,lpennicott86@smh.com.au,Male,25,7,"H.J. Harkins Company, Inc.",PDAT,Joined,FY20 P3,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Noe,Armand,MacFadzan,06-2587041,,amacfadzan87@irs.gov,Male,15,12,"Nelco Laboratories, Inc.",PDAT,Current Orderboard,FY20 P5,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Lynde,Penn,Billett,42-3259112,,pbillett88@slideshare.net,Female,4,15,Dynarex Corporation,CTH to FTE,Joined,FY20 P5,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Valina,Nikolas,Goodbarr,80-0461581,,ngoodbarr89@goo.ne.jp,Female,10,4,"Nelco Laboratories, Inc.",Internal Mobility,Placed on Hold,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Gerik,Saunderson,Govier,93-6818125,,sgovier8a@xrea.com,Male,15,21,Triad Group,Vendor,Placed on Hold,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Akim,Beauregard,Ingon,79-9966301,,bingon8b@360.cn,Male,6,10,"H.J. Harkins Company, Inc.",PDAT,Offer Accepted,FY20 P5,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Lawry,Ray,Elkington,07-8112688,,relkington8c@technorati.com,Male,1,4,"PD-Rx Pharmaceuticals, Inc.",Internal Mobility,Current Orderboard,FY20 P5,National,PROD STAFF,MS&P CIS,ValueD
Farrand,Wynn,Migheli,13-7919934,,wmigheli8d@shinystat.com,Female,12,24,Ventura Corporation LTD,Vendor,Placed on Hold,FY20 P4,National,PROD STAFF,MS&P CIS,ValueD
Brianne,Hasheem,Moberley,10-2132078,,hmoberley8e@newyorker.com,Female,15,24,Apotex Corp.,Internal Mobility,Offer Accepted,FY20 P5,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Aleda,Hubert,Duham,53-4649652,,hduham8f@scribd.com,Female,23,13,Accord Healthcare Inc.,CTH to FTE,Joined,FY20 P5,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Ave,Marcos,Riehm,62-2973080,,mriehm8g@weather.com,Male,6,9,"SJ Creations, Inc.",Vendor,Offer Accepted,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Gianna,Doy,Leeuwerink,74-1921396,,dleeuwerink8h@shop-pro.jp,Female,8,25,Molton Brown LTD,CTH to FTE,Current Orderboard,FY20 P2,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Cyndia,Thebault,Longhurst,58-2951015,,tlonghurst8i@flavors.me,Female,3,14,KAISER FOUNDATION HOSPITALS,Vendor,Current Orderboard,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Elenore,Dale,Kirdsch,43-6669614,,dkirdsch8j@opensource.org,Female,23,2,Teva Pharmaceuticals USA Inc,CTH to FTE,Current Orderboard,FY20 P2,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Orly,Briggs,Kermath,36-0241407,,bkermath8k@so-net.ne.jp,Female,6,2,"Alvogen, Inc.",PDAT,Current Orderboard,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Nelia,Samuele,Guinn,94-6929808,,sguinn8l@networksolutions.com,Female,18,12,"Energique, Inc.",PDAT,Offer Accepted,FY20 P1,Forensic,PROD STAFF,MS&P CIS,ValueD
Ninetta,Adam,Pothecary,59-4154281,,apothecary8m@mtv.com,Female,1,11,Hyland's,PDAT,Current Orderboard,FY20 P4,Forensic,PROD STAFF,MS&P CIS,PaCS
Aloisia,Flynn,Waind,12-9140795,,fwaind8n@biblegateway.com,Female,5,25,BCM Ltd,CTH to FTE,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Daryl,Hamilton,Quinevan,27-1745855,,hquinevan8o@arizona.edu,Female,5,24,Rebel Distributors Corp.,Internal Mobility,Joined,FY20 P4,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Caresa,Merrill,Yurkevich,37-8977849,,myurkevich8p@toplist.cz,Female,6,13,"GAVIS Pharmaceuticals, LLC",Vendor,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Odella,Ennis,Patron,59-0955670,,epatron8q@imdb.com,Female,8,17,"Newton Laboratories, Inc.",Vendor,Joined,FY20 P2,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Rufus,Norry,Nerheny,07-0126980,,nnerheny8r@cdc.gov,Male,23,8,American Sales Company,Vendor,Joined,FY20 P2,Forensic,PROD STAFF,MS&P CIS,AFES
Kailey,Case,Londesborough,25-0695570,,clondesborough8s@oakley.com,Female,9,12,Aurohealth LLC,PDAT,Placed on Hold,FY20 P5,National,PROD STAFF,MS&P CIS,AFES
Shandee,Reilly,Marini,66-6886879,,rmarini8t@opera.com,Female,24,4,"Maine Oxy Acetylene Supply Co., Inc.",Internal Mobility,Offer Accepted,FY20 P5,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Bartholomeus,Greggory,Wasson,92-0467146,,gwasson8u@surveymonkey.com,Male,9,14,Accord Healthcare Inc.,Vendor,Joined,FY20 P4,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Willabella,Arni,Stanbra,13-9768626,,astanbra8v@blinklist.com,Female,15,14,White Manufacturing Inc. DBA Micro-West,Vendor,Current Orderboard,FY20 P1,Forensic,PROD STAFF,MS&P CIS,AFES
Scott,Greg,Tender,69-9109641,,gtender8w@seattletimes.com,Male,9,23,Rebel Distributors Corp,Internal Mobility,Offer Accepted,FY20 P1,National,PROD STAFF,MS&P CIS,ValueD
Constanta,Gabby,Ranner,34-6316316,,granner8x@admin.ch,Female,15,16,"Antigen Laboratories, Inc.",Internal Mobility,Offer Accepted,FY20 P5,National,PROD STAFF,MS&P CIS,ValueD
Diana,Dov,O'Nowlan,09-4389514,,donowlan8y@etsy.com,Female,24,16,HyVee Inc,Vendor,Joined,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Guillemette,Raviv,Kollasch,28-7291799,,rkollasch8z@dion.ne.jp,Female,3,4,Sanum Kehlbeck GmbH & Co. KG,CTH to FTE,Current Orderboard,FY20 P1,Forensic,PROD STAFF,MS&P CIS,AFES
Garrott,Chrissy,Buxcey,53-7640157,,cbuxcey90@vistaprint.com,Male,11,20,Topco Associates LLC,Internal Mobility,Placed on Hold,FY20 P4,National,PROD STAFF,MS&P CIS,PaCS
Cherida,Cordie,Kuhwald,51-2111608,,ckuhwald91@unblog.fr,Female,23,24,"Allergy Laboratories, Inc.",PDAT,Offer Accepted,FY20 P2,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Dickie,Rees,Oxshott,02-1380594,,roxshott92@umn.edu,Male,3,11,Ventura Corporation LTD,PDAT,Placed on Hold,FY20 P2,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Holmes,Hamlen,Alanbrooke,77-8393825,,halanbrooke93@macromedia.com,Male,18,22,Wal-Mart Stores Inc,CTH to FTE,Current Orderboard,FY20 P2,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Amery,Carlo,Budgey,49-2213937,,cbudgey94@jimdo.com,Male,23,7,Colgate-Palmolive Company,CTH to FTE,Placed on Hold,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Jodi,Arv,Guthrie,24-1870426,,aguthrie95@si.edu,Female,20,6,BluePoint Laboratoires,PDAT,Current Orderboard,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Darius,Iorgo,Djuricic,60-6514785,,idjuricic96@harvard.edu,Male,21,10,Sanihealth Products Corporation,PDAT,Joined,FY20 P3,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Gradeigh,Jacob,Fernan,28-0000318,,jfernan97@google.es,Male,14,4,Sandoz Inc.,Internal Mobility,Joined,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Dene,Cello,Morrott,60-9606827,,cmorrott98@themeforest.net,Male,24,15,"Roxane Laboratories, Inc",PDAT,Joined,FY20 P4,National,PROD STAFF,MS&P CIS,ValueD
Humbert,Jock,Filimore,81-2755088,,jfilimore99@hc360.com,Male,5,18,"Physicians Total Care, Inc.",CTH to FTE,Joined,FY20 P3,National,PROD STAFF,MS&P CIS,ValueD
Garrik,Prentice,Gerge,70-0986597,,pgerge9a@geocities.com,Male,9,18,The Procter & Gamble Manufacturing Company,Vendor,Placed on Hold,FY20 P3,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Taite,Zacherie,Whyman,49-1577378,,zwhyman9b@nyu.edu,Male,13,25,"Chattem, Inc.",Internal Mobility,Offer Accepted,FY20 P6,National,PROD STAFF,MS&P CIS,AFES
Timmie,Damon,Denisovich,10-1422859,,ddenisovich9c@yahoo.com,Male,18,21,REMEDYREPACK INC.,Internal Mobility,Offer Accepted,FY20 P4,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Stephine,Bondon,Harwin,12-2342866,,bharwin9d@meetup.com,Female,21,21,"NCS HealthCare of KY, Inc dba Vangard Labs",Vendor,Placed on Hold,FY20 P6,National,PROD STAFF,MS&P CIS,PaCS
Cullie,Virge,Klebes,64-8563674,,vklebes9e@google.pl,Male,11,14,"Nelco Laboratories, Inc.",CTH to FTE,Joined,FY20 P2,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Wilburt,Curt,Burg,15-3896895,,cburg9f@harvard.edu,Male,18,22,Apotheca Company,Internal Mobility,Placed on Hold,FY20 P1,National,PROD STAFF,MS&P CIS,PaCS
Roland,Thorpe,Steffans,62-7499913,,tsteffans9g@army.mil,Male,3,24,State of Florida DOH Central Pharmacy,Internal Mobility,Current Orderboard,FY20 P2,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Dino,Ralf,Pecey,67-2508585,,rpecey9h@acquirethisname.com,Male,24,6,BluePoint Laboratories,Vendor,Offer Accepted,FY20 P5,Forensic,PROD STAFF,MS&P CIS,PaCS
Gibb,Vick,Gauvain,45-8266687,,vgauvain9i@dot.gov,Male,20,11,Apotheca Company,Internal Mobility,Joined,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Gypsy,Finlay,Polino,79-2185603,,fpolino9j@macromedia.com,Female,14,23,Kinray Inc.,CTH to FTE,Joined,FY20 P5,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Rosaline,Waring,Abramof,29-5521568,,wabramof9k@sbwire.com,Female,2,8,Homeocare Laboratories,Internal Mobility,Current Orderboard,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Kirsten,Graham,MacKettrick,33-5865828,,gmackettrick9l@gravatar.com,Female,2,18,State of Florida DOH Central Pharmacy,PDAT,Placed on Hold,FY20 P5,Forensic,PROD STAFF,MS&P CIS,ValueD
Kippy,Reinhold,Michallat,55-2669977,,rmichallat9m@house.gov,Female,8,2,CHANEL PARFUMS BEAUTE,Internal Mobility,Placed on Hold,FY20 P4,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Barbie,Olly,MacConneely,10-6284068,,omacconneely9n@domainmarket.com,Female,24,11,"Nelco Laboratories, Inc.",Vendor,Joined,FY20 P2,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Rex,Leicester,Rosenkrantz,88-8907501,,lrosenkrantz9o@naver.com,Male,17,6,Merck Sharp & Dohme Corp.,Vendor,Current Orderboard,FY20 P2,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Harris,Silvano,Rowston,25-4101128,,srowston9p@devhub.com,Male,1,23,Mylan Institutional LLC,PDAT,Offer Accepted,FY20 P3,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Wiley,Noah,Kinsell,83-1580706,,nkinsell9q@huffingtonpost.com,Male,8,24,"Blue Cross Laboratories, Inc.",PDAT,Offer Accepted,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Christabella,Myrvyn,Krolak,06-0331292,,mkrolak9r@discuz.net,Female,18,22,"Actavis Pharma, Inc.",Internal Mobility,Joined,FY20 P5,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Ezri,Wylie,Webermann,40-4581196,,wwebermann9s@netlog.com,Male,20,23,"AMI Cosmetic Co.,Ltd.",CTH to FTE,Offer Accepted,FY20 P5,Forensic,PROD STAFF,MS&P CIS,ValueD
Nellie,Luciano,Sherwood,22-1867046,,lsherwood9t@purevolume.com,Female,7,11,McKesson Packaging Services Business Unit of McKesson Corporation,CTH to FTE,Current Orderboard,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Cecily,Webster,Hughlin,83-4453651,,whughlin9u@ifeng.com,Female,12,23,"Nelco Laboratories, Inc.",Internal Mobility,Placed on Hold,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Alanson,Marco,Tomasini,42-4023197,,mtomasini9v@huffingtonpost.com,Male,6,20,Bryant Ranch Prepack,CTH to FTE,Placed on Hold,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Imelda,Brannon,O'Hartagan,05-6203929,,bohartagan9w@trellian.com,Female,16,11,Nephron Pharmaceuticals Corporation,CTH to FTE,Offer Accepted,FY20 P5,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Nobe,Theodor,Adolfson,39-8394550,,tadolfson9x@sakura.ne.jp,Male,18,5,International Beauty Exchange,PDAT,Joined,FY20 P1,National,PROD STAFF,MS&P CIS,ValueD
Lodovico,Kleon,Tomasini,69-0446197,,ktomasini9y@nhs.uk,Male,22,5,"Dolgencorp, Inc. (DOLLAR GENERAL & REXALL)",Vendor,Current Orderboard,FY20 P4,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Edan,Alasteir,MacKellar,88-4162981,,amackellar9z@comsenz.com,Male,24,11,BCM Cosmetique SAS,Vendor,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Carin,Neils,McAmish,38-8656906,,nmcamisha0@marriott.com,Female,22,25,Meijer Distribution Inc,Internal Mobility,Placed on Hold,FY20 P5,National,PROD STAFF,MS&P CIS,AFES
Aurel,Gherardo,Shoebotham,25-3439838,,gshoebothama1@theglobeandmail.com,Female,7,13,"Ventura Corporation (San Juan, P.R)",Vendor,Placed on Hold,FY20 P1,National,PROD STAFF,MS&P CIS,PaCS
Nathan,Brice,Revan,90-0646550,,brevana2@amazonaws.com,Male,11,18,Lake Erie Medical DBA Quality Care Products LLC,Vendor,Current Orderboard,FY20 P5,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Kizzee,Bryant,Dowdney,78-4253042,,bdowdneya3@storify.com,Female,21,22,Mylan Pharmaceuticals Inc.,Vendor,Current Orderboard,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Sada,Gawain,De La Salle,45-4266929,,gdelasallea4@php.net,Female,17,4,PureTek Corporation,Internal Mobility,Current Orderboard,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Venita,Torey,Boggis,64-2100022,,tboggisa5@a8.net,Female,1,12,McKesson Packaging Services a business unit of McKesson Corporation,Internal Mobility,Current Orderboard,FY20 P5,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Gabriella,Jedd,McTrustam,82-7499187,,jmctrustama6@mlb.com,Female,3,10,"Antigen Laboratories, Inc.",PDAT,Offer Accepted,FY20 P2,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Alfonso,Broderic,Waber,79-3614002,,bwabera7@odnoklassniki.ru,Male,24,23,"Eon Labs, Inc.",Vendor,Joined,FY20 P3,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Giles,Bradley,Coutts,86-5980116,,bcouttsa8@theglobeandmail.com,Male,21,22,"Jiangsu Province JianErKang Medical Dressing Co.,Ltd",CTH to FTE,Current Orderboard,FY20 P4,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Viola,Jonas,Augustus,49-7520660,,jaugustusa9@moonfruit.com,Female,19,22,LABORATORIOS DE COSMETICA SCIENTIFICA ATACHE SA,Vendor,Joined,FY20 P4,National,PROD STAFF,MS&P CIS,PaCS
Kale,Mathian,Liccardo,08-5730511,,mliccardoaa@sohu.com,Male,7,21,American Sales Company,CTH to FTE,Offer Accepted,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Nicola,Rusty,Hill,23-8417640,,rhillab@sohu.com,Female,16,11,Mylan Pharmaceuticals Inc.,Vendor,Offer Accepted,FY20 P2,National,PROD STAFF,MS&P CIS,AFES
Sanson,Waylen,Relf,22-0091962,,wrelfac@de.vu,Male,16,9,Dalan Kimya Endustri A.S.,Internal Mobility,Current Orderboard,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Tris,Doyle,Coraini,98-0910464,,dcorainiad@ovh.net,Male,22,5,Chain Drug Consortium,CTH to FTE,Offer Accepted,FY20 P2,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Margie,Darren,Findlow,06-6094396,,dfindlowae@example.com,Female,18,13,Sam's West Inc,PDAT,Current Orderboard,FY20 P5,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Austen,Isacco,Sperwell,28-6807315,,isperwellaf@ovh.net,Male,14,10,"Prestige Brands Holdings, Inc.",PDAT,Current Orderboard,FY20 P4,Forensic,PROD STAFF,MS&P CIS,PaCS
Pru,Fredrick,Alman,10-4686894,,falmanag@princeton.edu,Female,9,10,Guerlain,PDAT,Joined,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Cristal,Ingelbert,Kraft,66-7860544,,ikraftah@pinterest.com,Female,14,22,Ranbaxy Laboratories Inc.,Internal Mobility,Current Orderboard,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Sile,Aron,Bellini,08-5966523,,abelliniai@posterous.com,Female,20,24,"EMD Serono, Inc.",Internal Mobility,Current Orderboard,FY20 P2,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Puff,Blayne,Padgham,94-1408882,,bpadghamaj@hexun.com,Male,4,21,Perrigo New York Inc,Vendor,Current Orderboard,FY20 P2,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Stirling,Peyton,Pauer,33-3575074,,ppauerak@mit.edu,Male,15,6,RedPharm Drug Inc.,PDAT,Current Orderboard,FY20 P5,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Wendy,Emmerich,MacNeice,50-0279432,,emacneiceal@wikispaces.com,Female,10,1,"Kareway Product, Inc.",Internal Mobility,Joined,FY20 P4,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Gerrie,Kip,Cracker,64-5918311,,kcrackeram@msu.edu,Male,18,22,Oceanside Pharmaceuticals,Vendor,Joined,FY20 P2,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
