firstName,middleName,lastName,primaryContact,secondaryContact,emailAddress,gender,totalExperience,relevantExperience,lastCompany,candidateSource,onboardStatus,financialYear,marketOffering,marketSubBusinessLine,competency,subCompetency
Royce,Miquela,Mosedale,453-36-2466,313-79-0907,mmosedale7i@hubpages.com,Male,13,16,Teal,Net Sourcing,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Shane,Rozele,Thoumas,629-94-4259,448-11-0731,rthoumas7j@deliciousdays.com,Female,6,13,Goldenrod,Referral,Joined,FY20 P6,Forensic,PROD STAFF,MS&P LRA,TrueView
Carroll,Barbabra,Loudyan,572-11-0542,658-60-0961,bloudyan7k@nymag.com,Female,19,2,Aquamarine,Net Sourcing,Joined,FY20 P6,National,PROD STAFF,MS&P CIS,ValueD
Etti,Antoinette,Bateup,106-79-0072,437-97-0005,abateup7l@moonfruit.com,Female,1,16,Maroon,Vendor,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,D3,SQL DBA
Lindsay,Pauletta,Ralph,217-96-8434,235-30-2055,pralph7m@weather.com,Female,1,14,Pink,Referral,Joined,FY20 P6,Forensic,PROD STAFF,Controllership,Accounting Technology
Tudor,Valida,Rickesies,496-38-0827,714-94-6624,vrickesies7n@bravesites.com,Male,9,1,Aquamarine,Net Sourcing,Joined,FY20 P6,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Elaina,Gloriane,Richens,410-86-1615,688-06-7695,grichens7o@stanford.edu,Female,16,11,Fuscia,PDAT,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P,QSpace
Terri,Franky,Eckford,337-88-2568,893-16-9609,feckford7p@alexa.com,Male,5,8,Green,Net Sourcing,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,D3,SQL DBA
Winfield,Alanah,Tuma,143-03-0617,244-60-4705,atuma7q@arizona.edu,Male,19,17,Puce,CTH to FTE,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P LRA,TrueView
Vladamir,Maribelle,Dumberrill,201-32-1152,805-58-0480,mdumberrill7r@usgs.gov,Male,3,13,Goldenrod,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Dee dee,Hally,Tinston,705-36-7413,190-66-5507,htinston7s@netscape.com,Female,15,14,Orange,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Madel,Reine,Malyj,142-53-9700,428-96-4358,rmalyj7t@fc2.com,Female,15,18,Orange,Net Sourcing,Joined,FY20 P6,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Humbert,Chryste,Moukes,324-45-9696,635-90-6247,cmoukes7u@gov.uk,Male,16,16,Yellow,PDAT,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,D3,SQL DBA
Noby,Helli,Shellard,214-09-3967,884-28-1047,hshellard7v@baidu.com,Male,2,10,Goldenrod,Net Sourcing,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,Securitization,Financial Technology
Hiram,Winni,Meachen,130-39-8382,892-48-8534,wmeachen7w@skype.com,Male,17,8,Turquoise,Vendor,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Fifi,Karilynn,Barrow,600-78-6957,486-48-5634,kbarrow7x@constantcontact.com,Female,17,5,Khaki,CTH to FTE,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P,QSpace
Freida,Claribel,Loughhead,720-71-2686,448-13-7249,cloughhead7y@stanford.edu,Female,2,20,Indigo,Vendor,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P,QSpace
Fidelio,Revkah,Kynoch,128-62-3619,669-84-5300,rkynoch7z@ox.ac.uk,Male,11,10,Orange,Internal Mobility,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Marena,Henrie,Meyrick,762-34-5347,869-48-9442,hmeyrick80@vistaprint.com,Female,18,11,Teal,Internal Mobility,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Nessa,Sile,Sutherington,127-60-5146,548-18-5543,ssutherington81@multiply.com,Female,6,13,Turquoise,Internal Mobility,Joined,FY20 P6,National,PROD STAFF,MS&P CIS,ValueD
Hamlin,Lorelei,Murphey,763-26-5466,314-34-5490,lmurphey82@ifeng.com,Male,7,20,Maroon,PDAT,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
Aretha,Sibel,Cabane,279-87-0345,223-92-1994,scabane83@lycos.com,Female,10,2,Teal,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P,QSpace
Jacintha,Reta,Slatter,279-94-2650,138-76-8642,rslatter84@issuu.com,Female,6,10,Teal,Referral,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,Securitization,Financial Technology
Andres,Henriette,Wooler,699-78-7906,151-05-6651,hwooler85@ucla.edu,Male,4,13,Puce,Net Sourcing,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Luciana,Nonie,Linzee,157-67-7115,393-16-0996,nlinzee86@nba.com,Female,11,20,Crimson,Internal Mobility,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,Controllership,Accounting Technology
Griselda,Mignon,Killingback,139-87-0854,788-04-2693,mkillingback87@bandcamp.com,Female,1,13,Orange,Net Sourcing,Joined,FY20 P6,Forensic,PROD STAFF,MS&P,QSpace
Vasili,Caroline,Dilrew,437-67-8278,242-33-3961,cdilrew88@networkadvertising.org,Male,14,15,Indigo,Referral,Joined,FY20 P6,Forensic,PROD STAFF,MS&P LRA,TrueView
Filberto,Saree,Astles,888-34-8970,386-40-6765,sastles89@alibaba.com,Male,20,1,Red,Net Sourcing,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Petunia,Corly,Doumenc,101-72-1179,739-89-3355,cdoumenc8a@geocities.com,Female,5,11,Turquoise,PDAT,Joined,FY20 P6,National,PROD STAFF,MS&P LRA,TrueView
Danica,Cesya,Teligin,271-15-7848,245-63-9993,cteligin8b@epa.gov,Female,13,2,Mauv,Internal Mobility,Joined,FY20 P6,Forensic,PROD STAFF,MS&P,QSpace
Desiree,Claudia,Starmont,174-76-7008,182-35-4686,cstarmont8c@usa.gov,Female,5,18,Crimson,PDAT,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Elmer,Madelin,McQuilliam,754-69-1851,863-36-4440,mmcquilliam8d@ebay.co.uk,Male,20,1,Orange,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Annie,Audrie,Geeve,722-73-7354,823-34-1639,ageeve8e@cbslocal.com,Female,5,14,Turquoise,Net Sourcing,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,D3,SQL DBA
Salim,Lora,MacCaffery,747-15-4302,487-71-3356,lmaccaffery8f@businessweek.com,Male,11,5,Blue,Referral,Joined,FY20 P6,Forensic,PROD STAFF,Controllership,Accounting Technology
Isiahi,Ann,Finn,878-03-3709,400-82-1698,afinn8g@omniture.com,Male,6,17,Khaki,Net Sourcing,Joined,FY20 P6,National,PROD STAFF,MS&P,QSpace
Lizzy,Mariel,Ribey,445-51-6234,252-99-5987,mribey8h@themeforest.net,Female,11,18,Blue,CTH to FTE,Joined,FY20 P6,Forensic,PROD STAFF,Securitization,Financial Technology
Alano,Darryl,Snoding,518-86-2754,819-26-9858,dsnoding8i@blogs.com,Male,11,18,Puce,CTH to FTE,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Pauli,Noelyn,Cossar,659-23-8497,500-53-7433,ncossar8j@bloglines.com,Female,13,18,Pink,Referral,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Adriana,Victoria,Niess,364-60-0783,237-68-8835,vniess8k@ask.com,Female,2,10,Orange,Net Sourcing,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P LRA,TrueView
Alastair,Karia,Gisbourn,351-60-2834,753-70-6457,kgisbourn8l@macromedia.com,Male,14,7,Teal,Referral,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Vittorio,Beryl,Brew,329-13-1324,648-72-2014,bbrew8m@theglobeandmail.com,Male,19,18,Indigo,Vendor,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Grantham,Lorie,Marioneau,677-13-4067,896-76-5101,lmarioneau8n@gov.uk,Male,9,14,Khaki,PDAT,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Jilli,Bryn,Pietruszka,647-45-1500,540-03-7514,bpietruszka8o@163.com,Female,5,19,Red,CTH to FTE,Joined,FY20 P6,National,PROD STAFF,D3,SQL DBA
Amelita,Kelcie,Goolden,135-62-6627,525-52-9567,kgoolden8p@zdnet.com,Female,18,10,Maroon,CTH to FTE,Joined,FY20 P6,National,PROD STAFF,Controllership,Accounting Technology
Akim,Maryellen,Abatelli,265-73-3439,673-78-3214,mabatelli8q@gravatar.com,Male,5,15,Teal,Net Sourcing,Joined,FY20 P6,Forensic,PROD STAFF,Controllership,Accounting Technology
Kass,Jorry,Ubsdell,620-91-9492,585-32-7174,jubsdell8r@netscape.com,Female,9,7,Fuscia,Referral,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P ACTT,Prod Staff
Madel,Lenette,Mepsted,895-90-0325,101-37-5096,lmepsted8s@hugedomains.com,Female,11,6,Blue,CTH to FTE,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,D3,SQL DBA
Yorke,Evaleen,Ilyuchyov,345-13-7154,131-42-6438,eilyuchyov8t@dyndns.org,Male,13,14,Red,Vendor,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Chantalle,Alexandra,Toffalo,653-32-9711,696-72-4374,atoffalo8u@guardian.co.uk,Female,5,9,Fuscia,PDAT,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Bertram,Elvera,Fivey,308-06-9114,323-79-0587,efivey8v@va.gov,Male,6,16,Violet,Net Sourcing,Joined,FY20 P6,Forensic,PROD STAFF,MS&P CIS,ValueD
Rainer,Esme,Balding,678-94-3062,555-73-4627,ebalding8w@smugmug.com,Male,11,11,Red,Vendor,Joined,FY20 P6,National,PROD STAFF,MS&P CIS,ValueD
Mal,Evania,Marchington,150-23-9017,826-58-6269,emarchington8x@google.com.hk,Male,15,5,Violet,Referral,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Darcy,Tedra,Lamont,208-08-0919,788-51-3514,tlamont8y@dagondesign.com,Male,10,8,Mauv,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Patrizio,Sophia,Beldan,496-39-3815,898-35-2685,sbeldan8z@canalblog.com,Male,15,9,Crimson,Net Sourcing,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P LRA,TrueView
Alexi,Lotte,Iceton,206-77-4845,530-86-7070,liceton90@microsoft.com,Female,4,4,Purple,Net Sourcing,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Falito,Elissa,Rothery,743-02-7050,201-05-6048,erothery91@domainmarket.com,Male,20,4,Yellow,Internal Mobility,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Abelard,Elbertina,Jolly,307-65-1189,570-36-1309,ejolly92@t-online.de,Male,1,3,Maroon,CTH to FTE,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,Controllership,Accounting Technology
Willy,Andreana,Clementson,586-19-9078,634-19-3831,aclementson93@nymag.com,Male,19,14,Red,CTH to FTE,Joined,FY20 P6,Forensic,PROD STAFF,Securitization,Financial Technology
Karleen,Kathryne,Mosdell,817-42-9355,618-19-0141,kmosdell94@phpbb.com,Female,6,10,Maroon,Net Sourcing,Joined,FY20 P6,Forensic,PROD STAFF,Controllership,Accounting Technology
Eldredge,Flossie,Stibbs,484-39-9148,229-06-4395,fstibbs95@princeton.edu,Male,15,10,Red,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,Controllership,Accounting Technology
Wylie,Val,Walburn,549-42-7404,259-16-1189,vwalburn96@barnesandnoble.com,Male,11,3,Violet,Referral,Joined,FY20 P6,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Christie,Dulciana,Delgardo,458-10-8746,527-69-2904,ddelgardo97@i2i.jp,Male,12,9,Turquoise,Vendor,Joined,FY20 P6,National,PROD STAFF,Controllership,Accounting Technology
Alta,Felicdad,Richings,348-51-1473,843-24-5759,frichings98@liveinternet.ru,Female,15,13,Teal,Vendor,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P ACTT,Prod Staff
Dunstan,Rebecca,Gibard,424-55-2016,838-90-2508,rgibard99@tinypic.com,Male,5,12,Goldenrod,Net Sourcing,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Securitization,Financial Technology
Jeromy,Janeta,Aldersey,655-44-1681,228-25-3061,jaldersey9a@ehow.com,Male,10,5,Purple,Vendor,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Securitization,Financial Technology
Erskine,Lyndy,Cottem,305-18-6690,724-14-9678,lcottem9b@illinois.edu,Male,9,10,Teal,PDAT,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Cara,Kalie,Martinet,787-50-5336,235-13-8384,kmartinet9c@ox.ac.uk,Female,2,6,Turquoise,CTH to FTE,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,QSpace
Lurlene,Lorena,Bradd,385-30-6237,746-39-1739,lbradd9d@eepurl.com,Female,4,3,Maroon,Referral,Joined,FY20 P6,National,PROD STAFF,D3,SQL DBA
Crosby,Olympia,Abercrombie,860-46-1352,630-02-3054,oabercrombie9e@kickstarter.com,Male,16,6,Maroon,Vendor,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P,QSpace
Vernice,Jasmin,McPake,242-57-2593,880-75-4179,jmcpake9f@soundcloud.com,Female,4,16,Violet,CTH to FTE,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P ACTT,Prod Staff
Winifred,Rayshell,Tuxill,165-42-6851,510-17-6859,rtuxill9g@chronoengine.com,Female,3,3,Maroon,CTH to FTE,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P LRA,TrueView
Hale,Renelle,Vardy,154-69-1342,613-51-0120,rvardy9h@deliciousdays.com,Male,8,13,Fuscia,Referral,Joined,FY20 P6,National,PROD STAFF,MS&P ACTT,Prod Staff
Joycelin,Mirelle,Barensky,184-31-3009,240-03-1130,mbarensky9i@netscape.com,Female,6,2,Violet,PDAT,Joined,FY20 P6,National,PROD STAFF,MS&P,QSpace
Dwight,Emmaline,Clail,269-79-3683,419-54-4434,eclail9j@rambler.ru,Male,6,7,Blue,Referral,Joined,FY20 P6,National,PROD STAFF,Securitization,Financial Technology
Wilton,Stephenie,Bartolomeo,890-38-0140,453-25-3691,sbartolomeo9k@acquirethisname.com,Male,1,2,Green,Internal Mobility,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P LRA,TrueView
Hart,Esmaria,Haythorne,180-92-6132,179-84-1035,ehaythorne9l@harvard.edu,Male,16,17,Violet,CTH to FTE,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Ezechiel,Maddalena,Wombwell,609-56-2350,376-66-8098,mwombwell9m@comsenz.com,Male,8,7,Goldenrod,PDAT,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,D3,SQL DBA
Hal,Zola,Klus,583-56-3290,509-77-2542,zklus9n@mlb.com,Male,20,10,Indigo,Internal Mobility,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Andromache,Silvana,Van Der Vlies,179-04-6225,774-43-1604,svandervlies9o@howstuffworks.com,Female,6,3,Purple,Internal Mobility,Joined,FY20 P6,National,PROD STAFF,D3,SQL DBA
Basia,Leonore,Stanyard,273-98-9001,194-59-1587,lstanyard9p@archive.org,Female,2,7,Mauv,Vendor,Joined,FY20 P6,Forensic,PROD STAFF,Securitization,Financial Technology
Debor,Beverlee,Howison,867-84-7635,581-01-2072,bhowison9q@rambler.ru,Female,18,5,Fuscia,Internal Mobility,Joined,FY20 P6,Forensic,PROD STAFF,Securitization,Financial Technology
Fernando,Sophi,Deverson,617-88-8110,713-56-7134,sdeverson9r@icq.com,Male,4,11,Maroon,PDAT,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P,QSpace
Bernetta,Gerhardine,Rotlauf,842-34-5104,398-99-0449,grotlauf9s@hao123.com,Female,7,6,Mauv,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Harold,Giulietta,Joicey,594-98-8216,463-16-1434,gjoicey9t@bigcartel.com,Male,14,12,Blue,Referral,Joined,FY20 P6,National,PROD STAFF,D3,SQL DBA
Candie,Karlotta,Sabate,654-48-0514,255-67-0053,ksabate9u@wix.com,Female,11,13,Crimson,Internal Mobility,Joined,FY20 P6,Forensic,PROD STAFF,MS&P CIS,ValueD
Ciro,Hollie,Milksop,801-08-9396,693-56-5907,hmilksop9v@time.com,Male,1,3,Green,Vendor,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Burr,Bernice,Kelemen,754-33-3864,671-75-4951,bkelemen9w@paypal.com,Male,16,1,Red,Internal Mobility,Joined,FY20 P6,National,PROD STAFF,MS&P ACTT,Prod Staff
Lukas,Kassi,Haquard,219-57-1858,584-55-8717,khaquard9x@unesco.org,Male,1,12,Aquamarine,Net Sourcing,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Teador,Ali,Alanbrooke,573-40-9517,466-54-1266,aalanbrooke9y@cargocollective.com,Male,12,18,Purple,Referral,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Mandel,Hyacintha,Korpal,493-02-1414,158-57-0505,hkorpal9z@alibaba.com,Male,12,10,Khaki,Referral,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,Controllership,Accounting Technology
Hall,Tammara,Muriel,558-54-7982,520-43-4174,tmuriela0@hao123.com,Male,3,12,Orange,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Penn,Brynna,Dresse,663-21-9793,391-26-9986,bdressea1@goo.gl,Male,9,5,Teal,CTH to FTE,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,D3,SQL DBA
Katine,Ruthi,Gallico,622-76-6083,354-62-0682,rgallicoa2@ebay.com,Female,12,16,Violet,CTH to FTE,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,QSpace
Hilliard,Lurline,Blakesley,759-81-1572,707-58-8294,lblakesleya3@ted.com,Male,5,14,Goldenrod,Vendor,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,Securitization,Financial Technology
Vite,Gisela,Lutzmann,228-48-5622,597-61-1607,glutzmanna4@sakura.ne.jp,Male,2,11,Turquoise,PDAT,Joined,FY20 P6,National,PROD STAFF,D3,SQL DBA
Aldwin,Darleen,Adshead,331-15-5204,863-26-3411,dadsheada5@icq.com,Male,11,16,Mauv,Vendor,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Christiano,Kaye,Shemwell,165-50-0815,400-95-4636,kshemwella6@huffingtonpost.com,Male,17,3,Goldenrod,Internal Mobility,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,QSpace
Devora,Amalee,Feehily,253-74-8706,803-19-4821,afeehilya7@cdbaby.com,Female,14,19,Mauv,PDAT,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,D3,SQL DBA
Huntington,Peggy,Maken,188-37-6033,867-03-2354,pmakena8@dagondesign.com,Male,10,14,Turquoise,Vendor,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,Securitization,Financial Technology
Sydelle,Shir,Tidball,486-42-9409,756-22-2160,stidballa9@omniture.com,Female,18,12,Red,PDAT,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Edwina,Gilli,Padson,297-73-1372,429-83-2151,gpadsonaa@ovh.net,Female,3,6,Crimson,Vendor,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Birch,Clementine,Marrill,452-81-9483,836-90-1393,cmarrillab@hibu.com,Male,10,10,Puce,Net Sourcing,Joined,FY20 P6,National,PROD STAFF,D3,SQL DBA
Daisi,Sibilla,Warr,515-94-4311,194-02-9200,swarrac@topsy.com,Female,15,12,Khaki,Net Sourcing,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Neils,Lois,Stiegers,233-33-9576,186-30-0391,lstiegersad@sphinn.com,Male,11,10,Goldenrod,Referral,Joined,FY20 P6,National,PROD STAFF,Securitization,Financial Technology
Julina,Marna,Oxlade,781-65-9170,604-71-3988,moxladeae@alibaba.com,Female,6,15,Khaki,PDAT,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P,Client Support
Leda,Gilligan,Gilmartin,888-45-4513,607-92-3531,ggilmartinaf@cornell.edu,Female,20,10,Crimson,PDAT,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P LRA,TrueView
Chandal,Gillan,Gatherer,535-69-9082,632-66-3579,ggathererag@simplemachines.org,Female,4,11,Goldenrod,Internal Mobility,Joined,FY20 P6,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Bari,Devinne,Oulett,528-76-7338,216-77-2026,doulettah@angelfire.com,Female,18,10,Indigo,Net Sourcing,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P LRA,TrueView
Eran,Pierrette,Shelbourne,124-65-1456,515-32-6647,pshelbourneai@edublogs.org,Female,2,15,Blue,Net Sourcing,Joined,FY20 P6,National,PROD STAFF,D3,SQL DBA
Grazia,Sibbie,Daniely,457-19-6485,553-51-8114,sdanielyaj@google.es,Female,16,15,Teal,CTH to FTE,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Anatollo,Nananne,Bengall,101-26-2378,745-89-3026,nbengallak@bing.com,Male,17,13,Khaki,Vendor,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Goldina,Gianna,Sutherby,765-49-9409,389-06-7095,gsutherbyal@goodreads.com,Female,11,2,Violet,CTH to FTE,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Cristal,Katlin,Mainwaring,784-80-9666,275-60-8790,kmainwaringam@reuters.com,Female,17,13,Orange,CTH to FTE,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P LRA,TrueView
Lars,Merilee,Jacob,394-54-0170,120-88-4720,mjacoban@marriott.com,Male,6,17,Turquoise,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P,Client Support
Jeanie,Kania,Biggins,244-05-2259,773-05-7315,kbigginsao@techcrunch.com,Female,12,13,Puce,Vendor,Joined,FY20 P6,Forensic,PROD STAFF,Controllership,Accounting Technology
Elva,Oliy,Briar,508-11-3724,290-69-2861,obriarap@shop-pro.jp,Female,17,16,Orange,PDAT,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P,Client Support
Wileen,Chery,Nilges,748-33-0714,846-33-4760,cnilgesaq@google.pl,Female,19,14,Khaki,CTH to FTE,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P,Client Support
Vergil,Murial,Muccino,797-66-9293,564-43-7706,mmuccinoar@nasa.gov,Male,13,17,Maroon,Net Sourcing,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P LRA,TrueView
Stanford,Jordanna,Bushaway,596-62-7008,702-25-1815,jbushawayas@live.com,Male,7,8,Yellow,Internal Mobility,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P,Client Support
Wallace,Ondrea,Balnave,475-62-6333,196-02-0808,obalnaveat@npr.org,Male,2,9,Crimson,Net Sourcing,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,Securitization,Financial Technology
Townsend,Carlen,Pinder,600-68-8777,759-85-1386,cpinderau@quantcast.com,Male,7,4,Blue,PDAT,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,Client Support
Johnnie,Jami,Dimblebee,676-09-6572,421-61-0869,jdimblebeeav@skype.com,Male,13,9,Purple,PDAT,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,Controllership,Accounting Technology
Tatiania,Cynthie,Gallyon,654-38-1496,371-50-7754,cgallyonaw@yale.edu,Female,14,16,Indigo,Referral,Joined,FY20 P6,Forensic,PROD STAFF,Securitization,Financial Technology
Sisely,Theresa,Capner,260-97-0164,773-08-4923,tcapnerax@epa.gov,Female,18,1,Khaki,CTH to FTE,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Aleksandr,Francoise,Poyle,124-18-4827,320-90-7404,fpoyleay@instagram.com,Male,18,4,Mauv,Internal Mobility,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Carlin,Eloisa,Durram,757-86-5354,538-79-6721,edurramaz@furl.net,Male,2,17,Puce,Net Sourcing,Joined,FY20 P6,National,PROD STAFF,Securitization,Financial Technology
Siana,Penelopa,Eckert,791-36-5399,756-15-2469,peckertb0@theatlantic.com,Female,19,14,Teal,Internal Mobility,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Caresse,Bernardina,Hauck,679-87-7436,485-20-4084,bhauckb1@intel.com,Female,9,2,Orange,Vendor,Joined,FY20 P6,Forensic,PROD STAFF,Securitization,Financial Technology
Haroun,Vinny,Trenaman,578-61-1975,161-26-4263,vtrenamanb2@tripadvisor.com,Male,14,16,Orange,Internal Mobility,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Securitization,Financial Technology
Alexia,Aida,Aggett,765-39-7059,555-36-0194,aaggettb3@bizjournals.com,Female,9,2,Red,Vendor,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P,Client Support
Murdoch,Raynell,Broune,465-82-4435,555-95-1902,rbrouneb4@soundcloud.com,Male,15,12,Pink,Net Sourcing,Joined,FY20 P6,Forensic,PROD STAFF,Controllership,Accounting Technology
Mikol,Meara,Dieton,738-63-9420,538-15-6203,mdietonb5@phpbb.com,Male,11,18,Teal,Internal Mobility,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Michell,Ramonda,Kemp,131-82-6266,283-03-2284,rkempb6@techcrunch.com,Female,9,13,Pink,CTH to FTE,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P,Client Support
Clark,Raf,Stelfax,659-49-5486,650-29-0427,rstelfaxb7@wikimedia.org,Male,10,11,Teal,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Anallese,Cissy,Quickenden,369-16-4664,797-50-4191,cquickendenb8@dailymotion.com,Female,3,19,Mauv,Referral,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P LRA,TrueView
